Emotion,Text
0," That's no problem . Could you please sign here ? Here's the 1,000 RIB in cash , your passport back , and the remaining balance has been deposited in your account . "
0,I've never been to a restaurant like this before . 
0," It's really different , isn't it ? "
0, That's a good word to describe it . 
0, I hope you're hungry because the pizza here is huge as well as to die for . 
0, I am hungry . I think I could eat a large by myself . 
0," Well , let's order one for starters . "
0, I'm in the mood for a Californian . 
4," That happens to be my favorite . Waiter , I think we're ready to order . "
0,"Are you ready to order now , sir ? "
0, Yes . 
0, Would you like an appetizer ? 
0, Yes . I'd like a crab cocktail . 
0, Would you like some soup first ? 
0, Very well . 
0, What kind of soup would you like ? 
0, I want egg soup . 
0, Have you decided on anything ? 
0, I'd like to have some meat . 
0, How about stewed-fried steamed pork ? 
0," No , thank you . "
0, Are you interested in today's special ? 
0, What is it ? 
0, Twice cooked spicy pork slices . 
0, OK . Let me try it . 
0, Anything else ? 
0," No , thank you "
0,excuse me ? How can I get to the nearest branch of the national bank ? 
0, there ’ s branch on new street . Walk up this street until you get to the first set of traffic lights . Then turn right at the traffic lights . 
0, how far up the street are the traffic lights ? 
0, not far . About 150 meters perhaps . 
0, ok . So I turn right at the traffic lights . Then ? 
0, then keep walking until you reach the war memorial . It ’ s a big statue of a soldier . You can ’ t miss it . 
0, ok . Where do I go then ? 
0, you ’ ll see the national bank near the war memorial . It ’ s a big building and you ’ ll see a big sign on the front of the building . 
4, got it . Thank you very much . 
0,Want to join me for a midnight snack ? I need to grab something to eat . 
0," Fine with me , but no more chafing dish . "
0, Let's go the food stall . There's a good one just around the corner . 
0, I'd love to try some snacks . 
0, ( Later ) Everything looks tempting . What do you want to have ? 
0, Kebabs and roast squid . 
0, Can I have a bite ? 
0, Help yourself . 
4, Supper ! 
0,May's birthday is coming . Shall we buy her a birthday present or let her choose one for herself ? 
0, I think a surprise party may be better . But I forget when her birthday is . 
4, You are such a good father . It's next Sunday . 
0, Sorry . What shall we get for her ? 
0, What about a cell phone ? She is old enough to have one . 
4, Good idea . Shall we search on line to find an appropriate one or go to a phone store ? 
0, Maybe we can try shopping on line . 
0," Sure . Okay , here is the website . "
0, I'm sure that May would love the pink one . 
0, Probably . People's consumptive habit is changing rapidly because of the internet . 
0," Totally . Computers bring with them convenience.Oh , what's wrong ? "
0, The computer went frozen . 
0," Oh , it's such a pain . We'd better go to a store later . "
0,I need to open an account . 
0, Do you know what kind you want to open ? 
0, I want a checking account . 
0, Do you know what the minimum balance is ? 
0, What is that ? 
0, You need to keep it at $ 100 . 
0, That ’ s it ? 
0, That ’ s the least amount you can have . 
0, What ’ ll happen if I don ’ t maintain that ? 
0, We will fine you . 
0, How much will I be fined ? 
0, You will be fined $ 25 . 
0,"Hello , I am Richard from the Brooks Head-hunter company . Can I have a private talk with you ? "
0, Er ? I am driving right now . Can you call back in 30 minutes ? 
0," Sure . Hi , Monica , Richard again . Have you ever heard about our company ? It is an international one with good reputation . We have a lot of successful cases . If you ’ re trying advance your career , I would love to help you . XYZ Company is one of our clients . They ’ re in need of the talent like you . Would you be interested in taking part in an interview ? It is scheduled some time within this week . "
0," Thank you for calling . I really appreciate your kindness . But right now , I ’ m very busy preparing for an interview of another company . I don ’ t think I am available for this opportunity . "
0," Ok , I see . Good luck to you . You have my number . Call me when you change your mind . I can send you more detailed information about company and jobs you might be interested in if you give me your private e-mail address . "
0," Well , I will text to you . Thank you , bye for now . "
0, You ’ re welcome . Bye . 
1,Shut up ... Billy ... BILLY ! 
6, What ! 
0, Wow ! What's that ? 
6, It's my new radio earphone . 
0, It's so small that I didn't notice it . 
0, What were you screaming at me for ? 
0,Do you have shoes here ? 
0, Yes . What do you want to buy ? 
0, I want to buy a pair of shoes for an interview . 
0, What size do you wear ? 
0, My feet is size 37 . 
0,"Excuse me , do you have any English songs ? "
0," Yes , we do . They are all in this book . "
0," Great , thanks . "
0," No problem . Just give us a few minutes more to pull them up , though . We don ’ t get that many English singers ! "
0," Oh , I see . "
0,What do you think this flat ? 
0, It's not really all that good.The bedroom is a little small for us . 
6," Small ? But it should be enough for our needs , I think . "
0," But there's no hot water after 10 at night.Sometimes I like to have a hot shower before bed , especially in the winter , it feels good . "
0," That's true , but I love the living room , it's huge and filled with sunshine . "
0," True , and I like the kitchen.It ' s new and well equipped . "
4, It has a great balcony with an incredible view of the park . 
0, You are right.The view is spectacular.But that bedroom is so small.We ' d never be able to fit all of our stuff in there . 
0," May be we could get some new furniture , better stuff . "
0, I haven't thought of that . 
0,"Well , that was an interesting documentary ! "
0, For sure ! I didn ’ t really understand some of the technical jargon they used in the film when they talked about social security in the US . 
0, Like what ? 
0," Well , they mentioned how people put away money in something called a 401K ? "
0," Yeah , I know it sounds weird , but a 401k is a type of retirement plan that allows employees to save and invest for their own retirement . Through a 401K , you can authorize your employer to deduct a certain amount of money from your paycheck and invest it in the plan . Everyone tries to contribute as much as possible so that when you retire , you can rest peacefully on your nest egg . "
0," That ’ s interesting and logical I guess . In my country , we also have to contribute to a government-run retirement fund , but most people don ’ t really trust it so they just invest in properties or things like that . "
0, That seems a bit unstable don ’ t you think ? 
0," Yeah , but corrupt governments in the past have created distrust among banks and financial institutions , so now people prefer to have money hidden in a jar or a piggy bank . "
0, I ’ Ve been thinking of doing that lately ! I don ’ t want some banker to run off with my money ! 
0,I don't think we come here at a right time . 
0, What's wrong ? 
0, The museum doesn't open today . 
5, What a pity ! 
0, Where shall we go now ? 
0, Why not have a visit to the zoo ? 
0,"Wait a moment , I would like to take some snapshots here . "
0, Is that OK ? 
4, It's so beautiful here . I want to stay longer . 
0," Well , I think we'd better go now . We have to follow the guide . "
5, That's all right . 
0,What experience do you have with office machinery ? 
0," I know how to use the telex machine , the photocopier , and the word processor . By the way , I took a computer course in university . "
0, Where do you want to be in five years ? 
0, I want to be a manager . 
0, Very good . Any questions ? 
0, Nothing . I think I'll take the job . 
0,I really like what you have . But the price for this product is much higher than we expected . I am absolutely not a buyer at that price . 
0," I know it is not the cheapest on the market . But if you take the quality factor into consideration , you will find your company will benefit in the long term . This device is built in with the most advanced technology . Every aspect has reached the international standard . It is a worthwhile investment . "
0," I understand that . If you can lower the price by 10 percent , we have a deal right now . "
0," Well , the best I can do is to lower the price by 5 percent if you are willing to pay 90 % cash of front and 10 % on delivery . That is our best offer . "
0," Err , well , I can ’ t decide right now . Do you mind if I have a small internal discussion on this first ? I will tell you our decision this afternoon . "
0," Sure , no problem . "
0,"I need some more amenities , please . "
0," I'm not sure I'm following you , sir . "
0," Specifically , I'm talking about the little things , like soap and shampoo . "
0," Oh , now I understand ! So , you've already used up all your amenities ? "
0," No , I'm not even halfway through my supply . "
0," I'm losing you , sir . What's the problem ? "
0, What's the use of going to a hotel if you don't take home souvenirs ? 
0," Okay , I got it . You're collecting souvenirs ! "
0, There you go . My friends expect me to bring home souvenirs . 
0," Have you visited our souvenir shop , sir ? It's loaded with all kinds of items . "
0," I've never paid for a hotel souvenir in my life , and I don't intend to start now . "
0," Sir , housekeeping will bring you a basketful of amenities momentarily . "
6,"Oh , what a pleasant surprise ! Don't you remember me ? "
0," Mr.Black , if I'm not mistaken . "
4, Right ! Glad to see you here . 
4, Pleased to see you.too . 
0,Why don't we get ourselves a new car ? The old one's falling apart . 
4, What a good idea ! 
0, What kind shall we get ? 
0," We could go to more places this time , if you liked . "
0," Yes , fine . "
0, When shall we go and look ? 
0, Why not sometime next week ? 
0," No , let's go on Saturday . "
0, OK . 
0, Where shall we go ? 
0, There's a car dealer down the road.How about going there ? 
0," No , I don't like that place.Why don't we try the garage Martin recommended ? "
0," Fine , We'll do that . "
0,"Are you ready to order , sir ? "
0, What's the special here ? 
0," We have steamed chicken , braised pork and Beijing roast duck and so on . Here's the menu . What would you like to have ? "
0," Well , let's try some braised pork , sweet and sour fish and some fried beans . "
0, Would you like anything to drink ? 
0, Just some soft drinks and only a bottle of beer . 
4," All right . Wait for a moment , please . "
0,Hello . Overseas operator . May I help you ? 
0, Yes . I'd like to make a collect call to Japan . 
0," Your name , please ? "
0, It's Helen Kent . 
0, Who would you like to talk to ? 
0, I'd like to talk to Mr . Edna Kent . 
0, Is that Mr . Edna Kent ? 
0, That's right . 
0," What number are you calling from , please ? "
0," From code 513 , 432-6748 . "
0," And the number in Japan , please ? "
0," Country code is 81 , area code 138 , and the number is 846-8972 . "
0," Hold the line , please . I'll put your call through . "
0,"How long would you stay , sir ? "
0, Two nights . 
0, Would you please fill in this registration form ? 
0, I've finished . 
0,"Okay , I ’ ll take it . By the way , do you have delivery service ? "
0, You don ’ t need to carry the furniture home because we have delivery service . 
0, Do you charge for delivery ? 
0, Wo will deliver the goods to you for free . 
4, Very good . Could you deliver it to this address ? 
4, Sure . Please write down your name and your phone number . 
0, OK . Can you tell me the delivery time ? 
0, No later than tomorrow . 
4, Thanks . 
0,"Hello , is that Mr . Li ? "
0," Yes , speaking . What can I do for you ? "
0, I am calling to check your information before the interview . What position did you apply ? 
0, I am applying for the waiter in your pub . 
0, Excuse me . Could you slow down a little ? I couldn't catch you . 
0, Sure . I will try my best to slow down . 
0,I need help in ordering my office supplies . 
0, You can print out a copy of the Order Supply Form from our company web site and turn in into me . What will you be needing ? 
0," I need ink cartridges , staples , and Post-its . "
0, Will you need all of them right away or can some wait ? 
0, Some of these can wait but there are a few things that I need right away . 
0, You can only buy supplies that you have a budget for . Do you know what your budget is ? 
0, We have plenty of money for office supplies . 
0, You can pick these supplies up or they can be delivered to your building . Which would you prefer ? 
0, I want to pick them up . 
4," Well , just finish the request and we will contact you when the supplies come in . Have a good day ! "
4, You too ! 
0,Will I get notification that I qualify for unemployment ? 
0, The Employment Development Office will send you a Notice of Unemployment Insurance Award letter . 
0, What is contained in that letter ? 
0," In addition to telling you how much you will receive , the beginning and ending dates of your claim will be included . "
0, Will the Award Letter tell me what I need to fill out next ? 
0," You will receive a Continued Claim Form and every two weeks , you must turn it in . "
0," When I fill out the Continued Claim Form , what will I need to tell them ? "
0," You must show where and when you tried to look for work . If you earned any money , you need to tell them about it . "
0, What other information does the form ask for ? 
0, You have to tell them if you were too sick to work on any of the days that you should have been looking for work . 
0,"Do you know Yahoo Greetings , Edgar ? "
0, Sure . It's a popular e-card website . 
0, Can you tell me how to send one on it ? 
0, Okay . Did you get the Yahoo ID ? 
0, ID ? What's that ? 
0," I mean , you must register first before you send a card . "
0, Oh . I see . But I have done it . 
0," Ok . Choose the card which you like best , and fill in the following blanks with both your and your friend's names and e-mail addresses . "
0, Is that all ? 
0, Don't forget to send . 
4, Oh . I see . Thanks . 
0,Can I help you ? 
0, I'm looking for a Sharp DVD Player . 
0, Sure . Any particular model ? 
0, Yes . The DS102 series . 
5," Oh , I'm afraid we've sold out of those . They were really popular . "
0, Will you be getting more in . 
0, Yes . But not for about 2 weeks . 
0,"Good evening , sir . What can I do for you ? "
0, Good evening . Would you please offer a table far from the entrance for us ? 
4," Yes , of course . This way , please . "
0,Let me get the keys and we ’ ll go to look at it . 
0, Okay . 
0, It ’ s the one you like . 
4," Wow ! It ’ s really good for me , especially the living room . It is big enough to put all my stuff there . It ’ s a deal ! I ’ ll rent this one . "
0," Okay . Now we need you to fill a form with your personal information . We need information like social insurance number ( Social security number in the US ) , your address , phone number , etc . We also need a security deposit of $ 200 . And you have to pay two months ’ rent in advance for renting the first time . If there ’ s nothing damaged , we ’ ll give you back one month ’ s rent when you move out . You ’ ll be responsible for all the utilities . Do you want to sign a lease today ? "
4, Sure ! 
0," Oh , one more thing I forgot . You must let us know two months in advance if you want to stop renting within the contract . Otherwise , you can ’ t get your deposit back . "
4, Okay . Thank you for your reminder . 
4, You ’ re welcome . Be sure to get the keys one day before you move in . 
4, Thank you again . 
0,"Excuse me , do you have A tale of Two Cities ? I'd like a copy of it . "
0, Who is the author ? 
0, Charles Dickens . 
5," Sorry , we ' re sold out right now.Please come back next week . "
0," Ok , Thanks . "
0,Can you go to the store for me ? 
0," Sure , I can go to the store for you . What do you need ? "
0," Just a couple things , here's a list . "
0, Is there anything else that you want me to pick up ? 
0," No , I think that's all that I need . "
0, Is there any other place you would like me to go to for you ? 
0," If you can , could you pick up my prescription for me ? "
6," Sure , no problem . Is your prescription ready ? "
0, I think so . It should be . 
0," Okay , I'll pick it up for you . "
4, Thank you so much . 
4, You're welcome . 
0,So are you going to get a new swimsuit ? 
0," Yeah , I think I'll get this one-piece . "
0, Why don't you get a bikini ? 
0, I'm too fat for a bikini . 
0, You aren't fat . I'll bet you'd look great in a bikini . How about this thong bikini ? 
0, I'll wear that if you'll wear these Speedos . 
0," I guess that one-piece isn't too bad , either . ( to be continued ) "
0,Mr . Blake ? Mr . Foster ’ s on the phone . He ’ d like to know if you can send over those training manuals ? 
0," Oh , tell him I ’ ll leave them at his office tomorrow afternoon . "
0, He was hoping that you could drop them off this afternoon . 
0, I ’ m afraid that I can ’ t do that . They ’ re at the printer ’ s being copied . They ’ ll be back tomorrow before 1 o ’ clock . 
0,"Hello . Can I speak to Kevin , please ? "
0, This is Kevin . 
0, My name is Joan Harris . I ’ m calling from St . Johns Hospital . Are you still interested in a job as a service technician ? 
0, Yes . 
0, I have good news for you.You ’ Ve got an interview . Can you come to the Human Resources Office on Thursday at 9 30 am ? 
0," wow ! That ’ s great . Sure , I can . Where is the Human Resources Office ? "
0, 345 Stony Creek Avenue . 
4, Thank you very much . I ’ ll be there on time . 
4, Excellent . I ’ ll see you on Thursday at 9 30 . 
0,What do you expect to be doing five years from now ? What are your medium-term career goals ? 
0," I would like to be in a managerial role , ideally working do6ely with external clients . I have worked in client-facing roles for more than two years and I enjoy the challenge of keeping the customer satisfied . I think Ifs something I ’ m good at . Finally , I ’ d like to be on the right career path towards eventually becoming a senior manger within the company . I ’ m very aware that these are ambitious goals , however I fell through hard work and dedication they achievable . "
0,This is a precious opportunity for us and our company . 
0," You are right . We ’ re hoping that this is a long-term opportunity , and just a flash in the pan . "
0,What are you eating ? 
0, Rice . 
0, Why ? 
0, Because it's supposed to be good for you . 
0,I'd like to start by talking about prices . 
0, I'd be glad to answer any questions you may have . 
0," Your products are very good , but the price you ask is much too high . "
0," If you consider our high research costs and excellent quality , the price we are asking is only reasonable . "
0," I know , but we want 1000 pieces . This is a very large order . So , can you give us a 25 percent discount ? "
0,Do you like that vintage clock ? It's almost fifty years old . 
0, Really ? It almost looks brand new . And the color designs are so retro . 
0," Well , in the fifties , that clock used to be inside a drive-in burger joint . "
0, No way ! My parents used to hang out at those places . 
4, This is one of my favorite items . 
0, How did you get it ? 
0,"Hi , I was wondering how I'd go about getting a credit card . "
0," Certainly , Sir . You do have a Current Account with us right ? "
0," Oh , no , I'm afraid I don't . Is that necessary ? "
0," Yes , Sir . In order to get a credit card with us , you'll need to open a Current Account here . Could you please fill out this form with your relevant details ? "
0, That's done . Do you need to see any credentials ? 
0," Yes , a passport will be fine . "
0, I don't have my passport on me at the moment . I'll just pop back to my office and pick it up . 
0," That's fine , Sir . We'll see you again a little later . "
0,What did you do at the office today ? 
0, I had a really busy day . I had to work a little overtime . In the morning an important client called to place a large order . I had to check some things with my colleagues before confirming the order . 
0, What kind of things did you need to check ? 
0," The most important thing was to check that we had the goods in stock . If the goods are in stock , we can deliver them immediately . I also had to check the price . This customer is very important , so they get special prices . "
0, I see . Did anything else happen ? 
0," I received a lot of emails from potential clients that I had to answer . Each time , I had to check files to see what we had agreed at earlier meetings . Each client has different conditions and requirements . "
0, It must be difficult to remember the details for each individual client . 
0," Yes . That ’ s why we have everything on computer files . We don ’ t use much paper at our office . After lunch , I had to deal with a complaint from a client . "
0, I hate dealing with complaints . Was it a legitimate complaint ? 
2," Yes , it was . I managed to sort out the problem , but I was tied up with the matter for over an hour . "
0, You certainly had a busy day . 
2," That ’ s not all ! I also had to finish writing a sales report for my boss . In the end , I finished everything . I wonder what will be waiting for me tomorrow morning . "
0,Can I help you ? 
0," Yes , I'd like to have a look at the 2 - piece suit . "
0, What size do you wear ? 
0, Middle size 
0, Then please look at this suit . 
0, Does this suit come in other color ? 
0," Yes , we have some in blue , green , black and brown . "
0, How much is the brown one ? 
0, US $ 138 . 
4, Then I'll take it . 
4,"Tom , we are in the restaurant now ! "
0, May I take your order ? 
0," I'd like to see the menu , please . "
0," OK , here you are . "
4," Thanks . I am starving . Tom , what are you getting ? "
0, I have no idea . First time here . 
0," Let me see ... What's this , shrimp rolls ? "
0," Oh , it's rice rolls with fried shrimp inside . "
0, Twenty five yuan is a little expensive . 
0, There are twenty rolls in a bowl . You can get another bowl for free if there aren't enough rolls . 
4," Sounds nice . We will take this , two bowls of shrimp rolls . "
0," OK , shrimp rolls . Do you want anything else ? "
0, We will have this one first and order something else later . 
0," OK , wait a moment please . "
0,"You know , I'm a pretty laid-back person . I don't like to have lots of arguments or worry about lots of things . For example , I like to keep the apartment clean too , but if it gets a little dirty once in a while , that's not a big deal . "
0," I totally agree . I really like my lifestyle to be drama-free , and I don't want to argue about cleaning the apartment . My last roommate was a drama queen . Every time I forgot to take my shoes off , she got really mad and made a big deal out of it . "
0," Yeah , I really don't want a lot of drama in the apartment . It's important that we don't get on each other's nerves . "
0, That's right . We should try to be laid back and not do lots of things to bother one another . 
0,What post have you held before ? 
0, I have been a salesman . 
0, How many places have you worked altogether ? 
0,Would you make me a dust coat out of this serge ? 
0, Sure.Let me measure for you . 
0, What's the charge ? 
0, $ 200 . The delivery time is 2 weeks . 
4, OK.thank you . 
0,"Hello , this is Lucy from ABC Company . Is this Monica ? "
0," Yes , it is . "
0, I am calling to inform you that we have arranged an interview for this accountant position at 2 PM this Thursday afternoon . Please come on time . 
0," Ok , thank you . By the way , could you please tell me how I can get there from A community ? "
0," Oh , you can take the subway , get off at B stop and walk north for several minutes . You will find a building . It will take about 40 minutes in total . "
0, I got it . Thank you so much . 
0, You ’ re welcome . 
0,"Excuse me , sir.You are not supposed to smoke here . "
0, I beg your pardon ? 
0," Your seat is in the non-smoking section.So , please refrain from smoking . "
0," Oh , I see.Since I'm a heavy smoker , may I change my seat ? "
0," Then , I'll try to find a seat in the smoking section.One moment , please . Thank you for waiting . I found a seat in the smoking section for you . "
4," Oh , did you ? Thanks a lot . "
0,"Hi , sorry to have kept you waiting . "
0, That's all right . 
0, How are you ? 
0," Fine , and you ? "
0,"Hello , Sir , may I help you ? "
0, Yes . I would like some information for requesting a loan . 
0," Very well , here are the general terms of our loan policies . We pride ourselves in having the lowest interest rate in the country for personal loans . "
0," I see . So let me get this straight . If I borrow let ’ s say , ten thousand dollars , how much will I have to pay each month ? "
0," It depends on how long you take to pay it back . If we lend you ten thousand dollars at an annual interest rate of ten percent for forty eight months , you would have to pay each month a portion of the loan which is called the principal and another small portion of the annual interest rate . This of course is considering that you don ’ t default on a payment ! "
0," It sounds good but , there is just one problem . I have a terrible credit score . "
0," That is a very serious problem you see , the bank must assess your personal information , past loans , assets and any other relevant information such as your credit score in order to approve your loan . "
0, You know what ? I don ’ t really need the money . Thanks anyways ! 
0,"You have got a problem , haven't you ? "
0, Yes . I am getting fat . What should I do ? 
0, Eat less and exercise more . Do not eat too much sweet food . 
0,"Good morning , can I help you ? "
0, We'd like to buy some furniture for our new house . 
0," Here are several sets of furniture , including sofa , dressing table , wardrobe , and sideboard . How about this one ? "
0, We like a larger wardrobe . 
0,What do you think ? 
4, It looks great . 
4, I would like to purchase it . 
0, Will this be cash or charge ? 
0," Here , take my credit card . "
0," Just sign here , please . "
4, Sure . Here you go . 
4, Here's your receipt . Have a nice day . 
0,"Steven , what's your idea of price ? "
0, The best we can do is $ 120 per case . 
0, I'm afraid that's impossible . You can't expect us to reduce it to that extent . 
0, I think you are well informed about the prevailing market.Some Spanish firms are offering the same at much lower prices . 
0, Price can't be separated from quality . A comparison of the quality of our products with that of rival goods will show you that ours is far superior . 
0, It's true yours are of better quality . But your price is still on the high side even if we take quality into consideration . How about meeting each other half way ? 
0," Well , I'll have to think about it and get back to you in about 30 minutes . "
0," Take your time , please . "
0,Why are you quitting ? 
1, I've had enough . 
0,"Excuse me , would you mind taking a picture for us ? "
0, Of course not . Just tell me how to operate it . 
0," It's simple . Just press the button , like this . "
0, I know . Hold your position and say cheese . 
4, Thank you . 
0,What's that ? 
0, These drawings on the wall are process sheets . 
0, Oh . 
0, They describe how each process goes on to the next . 
0,"Grandpa , this restaurant looks really old ! How long ago was it built ? "
0," I'm not sure when it started . But I know it's older than me . As a young boy , I used to eat here a lot . "
4," Oh , it's interesting . Dad told me you brought him here when he was young , too . Now , it's my turn . "
0," Yeah . We are the VIP customers here . So , what do you want to eat today ? "
0, I'd like to eat a hamburger and a bottle of coca-cola . 
0," Hey , kid , that's wrong . It's a Chinese restaurant . Let's eat something traditional . "
0," Then there is nothing particular I'd like to eat . Grandpa , what's your favorite here ? "
0," The Chinese rice pudding . Your father loves it , too . You wanna try ? "
0, Sure . Is it sweet ? 
0," Yes , of course . But I think they can make you a salty one , too . "
4," Great , I want it spicy . "
0, Come on . Don's go too far . 
0, I want it to be special . And you know that I always like hot food . 
0, OK then . We shall ask them to put some red chilli on it . 
0,Is the girl in red your girlfriend ? 
0," No , she isn't . My girlfriend hates red . "
0, Who's she then ? 
0, A classmate of mine . 
0,"I'm looking for the produce section , please . "
0, All of the produce is in aisle A . 
0, Are bananas on sale today ? 
0," Here you go . Look in this flyer , or check with the produce person . "
0,Here ' s my passport . I'm a visiting scholar . 
0, Do you have anything to declare ? 
0," No , these are all my personal effects . "
0, What's in the bag ? Would you mind opening the bag ? 
0, Not at all . I don't know what's dutiable.Do I have to pay duty on things for my own use ? 
0, No.You don't have to pay duty on personal belongings . 
4, Thank you . 
0,Did you listen to the weather forecast ? 
0, No.Why ? 
0, There ’ s a typhoon coming . 
6, No way ! 
0," Yep , it should be here by tomorrow night . "
0,"May I speak to Mrs . Liu , please ? "
0, This is Liu Fang speaking . 
0," Oh , good morning , Mrs . Liu . I'm calling to see if you have received my resume that I sent to you by Email . "
0," May I have your name , please ? "
0, My name is Steven . May I ask whether I can have an interview ? 
0," Of course . In my opinion , you are the strongest candidate for the job . "
0, When is it most convenient for me to visit you to talk about the position ? 
0, I want to set up an interview for you at 9 a . m . next Monday in our company's conference room . 
4, Thank you very much . See you then . 
0,"Good morning , may I help you ? "
0," Hello , I want to remit one thousand Yuan to Magnolia Company . "
0," Please fill out this form , please . "
0, OK ... Do I put on Magnolia Company for the receiver ? 
0, Yes . You must put on its name and full address . 
0," OK , I see . Here you are . Is that OK now ? "
0," Let me check . Yes . Your one thousand remittance , please . "
0, Here you are . What is the rate ? 
0, This rate is one percent . That will be 10 Yuan . 
0," OK , when will this remittance arrive ? "
0, Generally it will arrive within a week . 
0, That's good . Is there anything else ? 
0, No . That's all . You have to take good care of this copy of this transfer order . 
0," Thanks , I will . "
0,have you bought a present for jim ’ s birthday yet ? 
0," no , I haven ’ t . I can ’ t think of anything to get him . "
0, I ’ m having the same problem . I want to get something really special . Jim always seem to know exactly what to get people as gifts . 
4, I know . He bought me that beautiful sweater for my birthday . It was exactly what I wanted . And it fit me perfectly ! 
0, he bought me an iron . 
0, that doesn ’ t sound like a great present . 
0," maybe not , but my iron was getting old . In fact , it stopped working the week after jim bought me the new one . It ’ s as if he knew that my old iron would soon stop working ! "
0," let ’ s think . He loves football , doesn ’ t he ? I saw signed photographs of famous footballers in a shop near hear . Let ’ s go and have a look . You know which team he supports , don ’ t you ? "
4," yes , I do . Let ’ s go . We should be able to find something suitable . We should get him something old ... something historic . "
0," it ’ ll be an expensive present , but we can share the cost . "
4," I ’ ll be happy to get him something special , even if it coasts a little extra . "
4, yes . He always get us special gift . We should repay his kindness . 
0,I want to buy some meat . 
0, What kind would you like ? 
0, I want one pound of ground beef . 
0, That's going to be about $ 2.48 . 
0, That will be fine . 
0, What else can I get for you ? 
0, Let me also have three pounds of chicken breasts . 
0, That's going to be $ 4.05 a pound . 
0, Can you tell me the total cost of the chicken breasts ? 
0, That will be $ 12.15 . 
4, That's all I'm going to get today . 
4, That's fine . Let me get your meat . 
0,"Oh , dear . My weight has gone up again . "
0, I'm not surprised . You eat too much . 
0, And I suppose sitting at a desk all day at the office doesn't help . 
0," Yes , I think so . "
0, I do wish I could lose weight 
0," Well , why don't you go on a diet ? "
0, I've tried diets before but they've never worked . 
0, Perhaps you should exercise more . Why don't you go to an exercise class ? 
0," Yes , maybe I should . "
0,What is your policy on returns ? 
0," If you bring them back with your receipt within seven days , you'll get a full refund . Also , if you need alterations to the pants , just bring them in and we'll do them for free . "
4, Sounds good . 
0," That'll be $ 70 , please . Will you be paying by cash or charge ? "
0, Charge . Here's my card . 
4," Okay , sir , here you are . Thank you very much . "
4, Thank you . 
0,We have reservations for two at your restaurant tonight . 
0," Yes , What can I do for you , sir ? "
0, I'm calling to see if I can request a specific table . 
0, I can try to arrange that for you . 
0, I proposed to my wife in your restaurant and I would like the same table if I can . 
0," Can you describe for me , where you were sitting ? "
0, It was a little table by the bay windows overlooking the wharf . 
4, You're in luck . We still have that little table . 
0,"OK , so this is our newest machine . It was only installed last year . "
0, What's the running speed of the machine ? 
0," About 1,500 metres per minute . It's one of the fastest in the world . We had a few problems with it after start-up but it's running very well now . "
0, And what's the maximum output ? 
0," If we're running at full capacity , it's 160,000 tonnes per annum . "
0,This is 911 . 
0, Send an ambulance fast ! My husband is having a heart attack ! 
0, Slow down and tell me your address . 
0," I live on 1177 Oak lane in Smithfield . Oh , hurry , I don't know what to do ! "
0, An ambulance is on its way right now . They should be there any minute . Are you close to him right now ? 
0," yes , yes , he's right here by me . "
0, Is he breathing ? 
0," Yes , he's breathing , but he's not conscious ! Oh , please hurry ! "
0,what kind of qualities do you look for in your friends ? 
0, I like people who are open and friendly . Those people are usually more active and fun to be with . I like spending time with my friends . We go to bars together or play sports together . 
0, I don ’ t like to make friends with people who aren ’ t honest . Honesty is very important to me . 
0, I think it ’ s important to most people . The problem is that you can usually only find out if someone is honest by getting to know them . 
0, you can find out from their friends . 
0, if you know any of their friends . You can ’ t rely on your friends to introduce people to you all the time . You have to go out and make the first move sometimes . I also like funny people . 
0," oh , I don ’ t . they don ’ t seem to take anything seriously . You never know when they are joking and when they are being serious . "
0," sometimes it can be hard to tell , but if you know the person fairly well , you can usually see from their expression what they are really thinking . "
0, it seems that we generally like different kinds of people . How is it that we are such good friends ? 
0, maybe people don ’ t like to have friends that are all the same . Most people like a little variety in their lives-including a variety of characteristics in their friends . 
0,"Excuse me , what do you want for this bag ? "
0, Let me see . That one goes for $ 17 . 
0, Would you take $ 12 ? 
0," No , I can ’ t give it to you , let you have it for 12 . How about 14 ? "
0, 13.50 ? 
5," Sorry , $ 14 is the lowest I can go . "
0,I need to get some business cards printed up . 
0, Do you know how many you need ? 
0," I think I can get by with 2,000 . "
0, We can get started as soon as you fill out this form . 
0, I hope you can make the new cards just like my old cards . 
0, You won't be able to tell the difference with a magnifying glass . 
0," ... Okay , I'm through . Here's the form and my old card . "
0, Very good . You can pick up your order in one week . 
0," Now that I think of it , three days is better than seven . "
0," We can do that , but you'll have to pay a little extra . "
0,I'm so hungry ! I haven't late eaten all day ! 
0," Take your mind off it . Look , Crys.This magazine is on China's top ten beauties ! "
0, They're all so thin ! Her cheekbones are great . 
0, She doesn't have an ounce of fat on her face . 
0, The mag says she's 165 centimeters tall and 38 kilos . If only we could be that thin then ... 
0, Not even drinking milk for one month would get us like that . 
0," Oh , bathroom blues . "
0, Look at this girl's gray dress . 
0," I went to try it on yesterday , but it only came in extra small . "
0, Last time I wore extra small was when I was in fifth grade . 
0," ( Weigh herself ) Hey , I lost a kilo in a week with my all-fruit diet . If I keep going , I can wear that dress next month . "
0, So why are you dieting this time anyway ? Another guy ? 
0, Dieting . It's the price we pay to make men notice us . 
0, The girls in this magazine are so slender . 
0, They're also way younger than us . 
0," True.You know , I First started dieting when I was ten . "
0, You never worked out ? 
